temperature,humidity,rainfall,ph,nitrogen,area,district,season,fertilizer,pesticide,expected_yield
25.618101782710436,83.02857225639664,812.3957592679835,6.638121877875851,50.921304830970556,1.6699589025215198,Tiruchirappalli,Autumn,Urea,Spinosad,75.8
20.308767414437035,83.79639408647978,882.7098485602952,6.097274754949587,52.72774770449704,1.8755338239007537,Sivaganga,Spring,Micronutrient Mix,Biopesticide,81.69
24.563633644393065,65.99025726528951,602.3615130494811,6.2077207962772585,82.82970263056657,1.5462039548903137,Viluppuram,Autumn,Ammonium Sulphate,Biopesticide,60.73
26.84104976325554,76.40703845572054,439.77164751085184,6.519928213779056,81.46901982034296,0.8483780953999829,Thoothukudi,Autumn,Farmyard Manure,Carbaryl,58.86
29.113172778521573,51.82096494749166,345.53611508969567,7.128439752154667,107.59424231521916,6.5629801108734585,Nagapattinam,Summer,Vermicompost,Carbaryl,90.82
30.263495397682355,62.606099749584054,385.42676439134516,6.4932476741557785,42.40719647806529,7.3199030155908655,Vellore,Spring,Urea,Bacillus thuringiensis,79.71
23.881699724000253,71.50089137415928,518.1977532625876,6.528095229648935,78.26971955402958,1.8864084164414527,Tiruppur,Spring,Micronutrient Mix,Emamectin Benzoate,77.68
21.327387530778793,52.83931449676581,331.65910223737666,6.25546246306857,67.20741027826374,2.535117738304219,Tiruvarur,Winter,Vermicompost,Imidacloprid,54.39
32.43106263727894,59.27013306774357,496.65415678116653,6.559774516421548,49.86469574823339,6.516477355655297,Viluppuram,Spring,Single Super Phosphate,Biopesticide,78.16
20.082831756854034,77.61845713819336,794.800140693332,6.820610035257382,93.9889242680162,1.0553348880056777,Tiruvannamalai,Spring,Single Super Phosphate,Beauveria bassiana,75.13
25.37698592816409,49.63476238100519,904.1723981129155,6.672617377558581,63.16286173968544,0.9766876271451772,Namakkal,Autumn,Bone Meal,Azadirachtin,62.63
30.944092675070962,70.50229885420853,921.0489198034286,6.461100895226729,48.37159721568112,5.849335904172462,Kanyakumari,Summer,Ammonium Sulphate,Biopesticide,94.07
31.411775729253463,67.45108790277985,839.6770259681927,6.491313834910147,76.59129805673959,3.706557637689122,Perambalur,Autumn,Bone Meal,Bacillus thuringiensis,77.22
24.7153397161449,65.34282764658812,935.2965317482651,6.149009120808425,68.72680461249408,6.1666335390728655,Ranipet,Spring,Potash,Neem Oil,89.97
23.431972482374338,48.07919639315172,502.8260170396376,6.025709802155606,105.07883566398012,6.560902846733127,Kanyakumari,Autumn,Ammonium Sulphate,Azadirachtin,70.68
32.05508115348672,52.46280235544143,924.7912989429844,6.555079138681911,96.52081086148438,7.2206847494262,Tirunelveli,Summer,NPK,Lambda Cyhalothrin,109.44
24.77005212457796,49.40207698110707,459.5546137793592,6.397950904076759,97.26103361457452,6.955479374422576,Thanjavur,Winter,Urea,Beauveria bassiana,61.89
26.261165047231685,53.88431241882921,383.90575713357794,6.272661239965079,106.00367927387634,2.9240219901556643,Pudukkottai,Autumn,Organic Compost,Bacillus thuringiensis,66.98
27.781859326150492,73.12075835580711,554.5407216655058,7.160494915809345,107.37131064594779,2.388367218690231,Ariyalur,Summer,NPK,Lambda Cyhalothrin,89.65
24.272607415662016,46.47547789418131,726.6950337859278,6.503750632520406,43.60351258749925,2.589848481774586,Tiruvarur,Winter,Single Super Phosphate,Chlorpyrifos,52.42
33.623988289499806,54.5824756266789,401.4264104638562,6.485233864388588,108.99553178774205,2.3154145363362533,Mayiladuthurai,Winter,Neem Cake,Spinosad,62.67
23.564563159885996,74.12865394447438,557.4481929034773,6.685228162831011,84.34707975326262,4.518310130560689,Erode,Summer,Farmyard Manure,Carbaryl,86.78
21.354346550816125,78.41209982356952,524.5460454802151,6.0611259145597955,42.85425990883348,4.931697073911813,Ramanathapuram,Spring,Organic Compost,Neem Oil,80.0
29.677591856141746,51.974657160199655,783.6564166717262,6.341429484820752,105.57109921157142,1.5314070810949494,Sivaganga,Summer,NPK,Fipronil,86.04
25.115995265753877,49.538940849623565,947.285532794994,7.028275094733374,58.05591394006089,5.449880345256343,Kallakurichi,Autumn,Neem Cake,Spinosad,80.24
27.944758675340097,54.67409163601807,365.1719374641294,7.056102061134657,103.02926400143313,5.2482609295495095,Madurai,Spring,Ammonium Sulphate,Carbaryl,75.37
25.08544686573051,58.968382984506434,808.1689752091676,7.055954363933608,102.0960496985582,6.349066593932179,Theni,Winter,Urea,Chlorpyrifos,66.18
22.424430711419205,80.94216754108317,724.5003417617129,5.812875872263281,47.103008000622246,5.476263268310419,Ranipet,Winter,Bone Meal,Lambda Cyhalothrin,65.24
20.075923757693282,51.432322056699945,684.1136525566103,6.76865327676977,85.63728816518204,2.1820198209541983,Madurai,Autumn,Organic Compost,Fipronil,63.43
24.880995472389017,74.85965620472096,754.7430293330503,6.988912774691849,86.03290246102404,4.762314525016037,Karur,Summer,DAP,Bacillus thuringiensis,98.07
21.40512151742139,59.70863212237734,485.6416573772078,6.1415855007307165,108.11073883267119,3.448232935000703,Theni,Summer,Bone Meal,Azadirachtin,77.94
31.922169553124725,65.10548372420769,703.8327192384513,6.489524771346409,53.66700914586312,5.91839086446129,Namakkal,Spring,Potash,Spinosad,91.92
24.211585436612836,45.97263865725815,751.8306071350175,6.047954951169868,105.832100904704,7.654464327519405,Erode,Winter,Single Super Phosphate,Emamectin Benzoate,68.18
20.231849247933013,82.13274250350901,599.72890382212,7.153316746661138,107.45339839624769,6.897570916005201,Pudukkottai,Summer,Urea,Fipronil,94.53
24.416733381043784,60.40390914407701,895.7956700617998,6.243690807218789,51.864492268026474,4.676009468437626,Pudukkottai,Spring,Urea,Carbaryl,75.29
28.550917551340476,48.887059750830744,730.5050586894188,7.186075390145969,49.80588106655668,4.387472392728025,Cuddalore,Summer,Bone Meal,Emamectin Benzoate,88.6
33.16059607891933,74.63074471016817,787.9110186966875,6.783477717581953,65.16438058538286,2.7019388319837003,Tiruchirappalli,Spring,Neem Cake,Bacillus thuringiensis,86.04
33.006084778701556,81.52962210225886,657.9396792026564,6.50212281256208,95.88066252767426,5.374729480833238,Tiruppur,Summer,DAP,Biopesticide,99.24
30.529503158865552,76.83170677744404,923.0037392722965,6.27319321959215,66.29080668479608,1.2048645488065175,Kallakurichi,Summer,Micronutrient Mix,Emamectin Benzoate,91.9
26.9839702719869,66.70578538830307,500.5788764897991,6.627166564796615,42.13501749573346,0.7801114156191081,Nilgiris,Summer,Vermicompost,Biopesticide,79.8
32.33900840989487,59.40762565645052,388.94235885631934,6.531140564076726,93.89954871690276,2.118657706226324,Dindigul,Autumn,Neem Cake,Bacillus thuringiensis,63.88
20.775225817529115,66.25418526272591,678.4445851270746,6.692401862097489,90.82639336058631,7.81889059596901,Nilgiris,Autumn,Micronutrient Mix,Spinosad,87.0
27.74450522451793,57.91825891764984,856.6303363380925,6.179165151766904,70.72799944939453,1.0884228600669947,Vellore,Autumn,Single Super Phosphate,Chlorpyrifos,61.9
26.134294166214048,51.931772802833834,409.5059298697602,6.150340057430434,78.44586652942843,5.859469420250467,Ariyalur,Summer,Bone Meal,Beauveria bassiana,80.97
29.90296065076597,56.197355877837715,968.4056964642359,6.833055683374076,78.80478367579805,5.087905596757642,Madurai,Spring,Potash,Spinosad,89.88
25.339590179768923,75.31384441857476,310.0754420408291,5.962501696709682,43.22018494152269,0.8054660173922761,Ranipet,Autumn,Micronutrient Mix,Emamectin Benzoate,59.38
32.831908760165106,73.14631437520094,631.9216803611276,5.9369678249114015,74.41311125817826,4.051038280854243,Nagapattinam,Autumn,NPK,Spinosad,83.96
25.977571015960603,69.63400392208865,744.5655556073507,5.863425613680862,66.22288302385299,5.1939493678567725,Pudukkottai,Summer,Farmyard Manure,Chlorpyrifos,83.86
27.547043878701317,79.25959364753288,761.0855421332615,6.028108197914001,44.93981231803009,5.318144586547367,Dindigul,Winter,Micronutrient Mix,Biopesticide,72.04
34.10345362137436,68.01896711503517,571.7189483445653,6.700603505819295,72.07770233440615,4.592125919869512,Kallakurichi,Autumn,NPK,Neem Oil,84.47
34.12197213164788,60.44410551203097,972.83339467674,7.067490898738489,53.70537943525075,1.020209756563741,Tiruvarur,Summer,Urea,Chlorpyrifos,81.43
